geo_key,latitude,longitude
"NH-1,Ludhiana, Sonipat, Haryana, India",30.9090157,75.851601
"Kalyan Pur,Kanpur, Sonipat, Haryana, India",,
"Sarojani Nagar,Lucknow, Sonipat, Haryana, India",26.8259652,80.779569
"Eldeco Green Meadows,Greater Noida, Sonipat, Haryana, India",,
"Omicron 1,Greater Noida, Sonipat, Haryana, India",28.4626933,77.5623219
"Sector 93A,Noida, Sonipat, Haryana, India",28.5180493,77.3843077
"NH-8,Neemrana, Sonipat, Haryana, India",27.9921616,76.3856561
"Vaishali,Ghaziabad, Sonipat, Haryana, India",28.6496701,77.339575
"Phi 1,Greater Noida, Sonipat, Haryana, India",28.4432551,77.5221103
"Omicron 2,Greater Noida, Sonipat, Haryana, India",28.4675617,77.5572168
"Sector 48,Noida, Sonipat, Haryana, India",28.5567103,77.3687445
"Omega 1,Greater Noida, Sonipat, Haryana, India",,
"Sector 93,Noida, Sonipat, Haryana, India",28.5229507,77.3861165
"Eldeco Udyan II,Lucknow, Sonipat, Haryana, India",,
"Vrindavan Yojana,Lucknow, Sonipat, Haryana, India",,
"Gomti Nagar,Lucknow, Sonipat, Haryana, India",26.8611743,81.0039196
"G.T. Karnal Road,Panipat, Sonipat, Haryana, India",,
"Hussainpura,Ludhiana, Sonipat, Haryana, India",,
"Bara Sirohi,Kanpur, Sonipat, Haryana, India",,
"Mathura Road,Faridabad, Sonipat, Haryana, India",28.3650553,77.314851
"Sohna Road,Gurgaon, Sonipat, Haryana, India",28.4572009,77.0280333
"Hazratganj,Lucknow, Sonipat, Haryana, India",26.8475285,80.9432003
"Noida Greater Noida Expressway,Noida, Sonipat, Haryana, India",28.4610024,77.4630568
"Udyan-2,Lucknow, Sonipat, Haryana, India",,
"New Hyderabad,Lucknow, Sonipat, Haryana, India",,
"Raibareli Road,Lucknow, Sonipat, Haryana, India",,
"Jawahar Puram,Kanpur, Sonipat, Haryana, India",,
"Vrindavan Colony,Lucknow, Sonipat, Haryana, India",,
"Vibhuti Khand,Lucknow, Sonipat, Haryana, India",26.8647922,80.9962852
"Bangla Bazar,Lucknow, Sonipat, Haryana, India",,
"Sector 4,Greater Noida, Sonipat, Haryana, India",28.4707522,77.5319152
"Sector 53,Gurgaon, Sonipat, Haryana, India",28.4415191,77.096805
"Sector 70,Gurgaon, Sonipat, Haryana, India",28.3947261,77.0223138
"Sector 69,Gurgaon, Sonipat, Haryana, India",28.3960701,77.0372311
"Sector 89,Gurgaon, Sonipat, Haryana, India",28.4184455,76.9457567
"Sector 35,Sonipat, Sonipat, Haryana, India",28.9953758,77.0233627
"DLF Phase 1,Gurgaon, Sonipat, Haryana, India",28.4765171,77.090194
"Sector 18,Gurgaon, Sonipat, Haryana, India",28.4913452,77.0710259
"Sector 14,Sonipat, Sonipat, Haryana, India",28.99728,77.0314296
"Dwarka Expressway,Gurgaon, Sonipat, Haryana, India",28.4228725,76.9624963
"Sector 78,Gurgaon, Sonipat, Haryana, India",28.3725283,76.9702955
"Sector 26,Sonipat, Sonipat, Haryana, India",28.9953758,77.0233627
"Sector 79,Gurgaon, Sonipat, Haryana, India",28.4396186,77.0905891
"Sector 83,Gurgaon, Sonipat, Haryana, India",28.3981087,76.9732873
"Sector 27,Sonipat, Sonipat, Haryana, India",28.9953758,77.0233627
"Sector 82,Gurgaon, Sonipat, Haryana, India",28.3931076,76.9588762
"Sector 110,Mohali, Sonipat, Haryana, India",30.6703448,76.6657948
"Sector 117,Mohali, Sonipat, Haryana, India",30.7232809,76.6772747
"Kundli,Sonipat, Sonipat, Haryana, India",28.8696747,77.1198167
"NH-1,Sonipat, Sonipat, Haryana, India",28.9953758,77.0233627
"Sector 118,Mohali, Sonipat, Haryana, India",30.7331674,76.6834974
"GT Karnal Road,New Delhi, Sonipat, Haryana, India",28.6846877,77.1963064
"TDI City Kundli,Sonipat, Sonipat, Haryana, India",,
"Fatehabad Road,Agra, Sonipat, Haryana, India",27.1610983,78.0407827
"NH 1,Panipat, Sonipat, Haryana, India",29.3912753,76.9771675
"Sector 88,Faridabad, Sonipat, Haryana, India",28.4157188,77.3542573
"TDI City,Moradabad, Sonipat, Haryana, India",,
"Batla chowk,Jalandhar, Sonipat, Haryana, India",,
"Sector 17,Chandigarh, Sonipat, Haryana, India",30.7400652,76.7825889
"Sector 111,Mohali, Sonipat, Haryana, India",30.6786313,76.6628122
"Sector 39,Sonipat, Sonipat, Haryana, India",28.9953758,77.0233627
"Sector 30,Sonipat, Sonipat, Haryana, India",28.9953758,77.0233627
"Sector 63,Sonipat, Sonipat, Haryana, India",29.000174,77.0395075
"Sanpada,Navi Mumbai, Sonipat, Haryana, India",19.0659774,73.0095329
"Sector 64,Sonipat, Sonipat, Haryana, India",28.9879576,77.0425537
"Sector 8,Sonipat, Sonipat, Haryana, India",28.9953758,77.0233627
"Sector 104,Gurgaon, Sonipat, Haryana, India",28.4795324,76.9937197
"Sector 88,Mohali, Sonipat, Haryana, India",30.6832448,76.6913938
"Sidcul,Haridwar, Sonipat, Haryana, India",29.9530546,78.0830905
"NH-58,Haridwar, Sonipat, Haryana, India",29.9214038,78.1118665
"Rajaji National Park,Haridwar, Sonipat, Haryana, India",30.1068945,78.0214813
"Sidhwan Canal Road,Ludhiana, Sonipat, Haryana, India",,
"Roshanabad,Haridwar, Sonipat, Haryana, India",29.9731984,78.0571327
"Roorkee,Haridwar, Sonipat, Haryana, India",29.8693496,77.8902124
"Sector 45,Gurgaon, Sonipat, Haryana, India",28.4449004,77.0663545
"Karanjade,Navi Mumbai, Sonipat, Haryana, India",,
"Sector 34,Sonipat, Sonipat, Haryana, India",29.000174,77.0395075
"Sector 4,Kurukshetra, Sonipat, Haryana, India",29.9598121,76.8825898
"Sector 12,Sonipat, Sonipat, Haryana, India",28.9879576,77.0425537
"Sector 28,Sonipat, Sonipat, Haryana, India",28.9953758,77.0233627
"Sector 89,Faridabad, Sonipat, Haryana, India",28.4210246,77.3667617
"Grand Trunk Road,Panipat, Sonipat, Haryana, India",29.3452385,76.9818449
"Surajkund,Faridabad, Sonipat, Haryana, India",28.4836699,77.283006
"Bharari,Shimla, Shimla, Himachal Pradesh, India",31.1237707,77.1765395
"Kasauli,Kasauli, Shimla, Himachal Pradesh, India",30.8999479,76.9619744
"Bharari Road,Shimla, Shimla, Himachal Pradesh, India",31.1434737,77.1546859
"VIP Road,Zirakpur, Shimla, Himachal Pradesh, India",30.6396347,76.8214439
"Fagu,Shimla, Shimla, Himachal Pradesh, India",31.0869772,77.3033208
"Shimla Hill Station,Shimla, Shimla, Himachal Pradesh, India",,
"Sector 70,Noida, Shimla, Himachal Pradesh, India",28.5976614,77.3842607
"Sector 121,Noida, Shimla, Himachal Pradesh, India",28.471143,77.5312609
"New Shimla,Shimla, Shimla, Himachal Pradesh, India",31.0845266,77.1703168
"Sarai Dhela,Dhanbad, Dhanbad, Jharkhand, India",,
"Bhuli Hirak Road,Dhanbad, Dhanbad, Jharkhand, India",,
"Hans Vihar Colony,Dhanbad, Dhanbad, Jharkhand, India",,
"Booty More,Ranchi, Dhanbad, Jharkhand, India",23.3954225,85.3843646
"Zaheerabad Main Road,Hyderabad, Dhanbad, Jharkhand, India",,
"Howrah,Kolkata, Dhanbad, Jharkhand, India",22.5833648,88.3403452
"Panchasayar,Kolkata, Dhanbad, Jharkhand, India",22.4760526,88.3970768
"Marine Lines,Mumbai, Dhanbad, Jharkhand, India",18.945764,72.8237193
"Gobindpur,Dhanbad, Dhanbad, Jharkhand, India",23.8736925,86.4673961
"Karjat,Raigad, Dhanbad, Jharkhand, India",18.9127655,73.3228202
"Phursungi,Pune, Dhanbad, Jharkhand, India",18.4572003,74.0021566
"Wadala,Mumbai, Dhanbad, Jharkhand, India",19.0269192,72.8759337
"Khar West,Mumbai, Dhanbad, Jharkhand, India",19.0612409,72.8245069
"Korattur,Chennai, Dhanbad, Jharkhand, India",13.1115484,80.1846272
"Santacruz West,Mumbai, Dhanbad, Jharkhand, India",19.0844004,72.8372899
"Garfa,Kolkata, Dhanbad, Jharkhand, India",22.5061454,88.3839756
"Nawadih,Dhanbad, Dhanbad, Jharkhand, India",,
"Andal,Durgapur, Dhanbad, Jharkhand, India",23.5682574,87.2080142
"Kasturba Nagar,Dhanbad, Dhanbad, Jharkhand, India",23.7999992,86.4323271
"Amaghata,Dhanbad, Dhanbad, Jharkhand, India",,
"Babudih,Dhanbad, Dhanbad, Jharkhand, India",,
"Chandra Vihar Colony,Dhanbad, Dhanbad, Jharkhand, India",,
"Dhaiya,Dhanbad, Dhanbad, Jharkhand, India",23.8028532,86.4272546
"Kalakusuma,Dhanbad, Dhanbad, Jharkhand, India",,
"Adityapur,Jamshedpur, Dhanbad, Jharkhand, India",22.76701,86.1688486
"Pundag,Ranchi, Dhanbad, Jharkhand, India",23.343891,85.272278
"Namkum,Ranchi, Dhanbad, Jharkhand, India",23.2790977,85.3946302
"Mango,Jamshedpur, Dhanbad, Jharkhand, India",22.8153862,86.2116742
"Jharudih,Dhanbad, Dhanbad, Jharkhand, India",23.8067921,86.4189343
"Muchipara,Durgapur, Dhanbad, Jharkhand, India",23.5041197,87.3530115
"Upper Bazar,Ranchi, Dhanbad, Jharkhand, India",23.3725427,85.3172631
"Patelnagar,Ranchi, Dhanbad, Jharkhand, India",,
"Singh More,Ranchi, Dhanbad, Jharkhand, India",23.3022807,85.3142407
"Ashok Nagar,Ranchi, Dhanbad, Jharkhand, India",23.348949,85.3052082
"Kusum Vihar,Dhanbad, Dhanbad, Jharkhand, India",,
"Dobo,Jamshedpur, Jamshedpur, Jharkhand, India",,
"Adityapur,Jamshedpur, Jamshedpur, Jharkhand, India",22.76701,86.1688486
"Sonari Town,Jamshedpur, Jamshedpur, Jharkhand, India",,
"Kadma,Jamshedpur, Jamshedpur, Jharkhand, India",22.8098649,86.1653564
"Mango,Jamshedpur, Jamshedpur, Jharkhand, India",22.8153862,86.2116742
"Telco Colony,Jamshedpur, Jamshedpur, Jharkhand, India",,
"Dimna,Jamshedpur, Jamshedpur, Jharkhand, India",22.8407033,86.2243295
"Namda Basti,Jamshedpur, Jamshedpur, Jharkhand, India",,
"Azad Nagar,Jamshedpur, Jamshedpur, Jharkhand, India",,
"KR Puram,Bangalore, Jamshedpur, Jharkhand, India",13.007516,77.695935
"Sakchi,Jamshedpur, Jamshedpur, Jharkhand, India",,
"Gamharia,Jamshedpur, Jamshedpur, Jharkhand, India",22.8256765,86.1331011
"Namkum,Ranchi, Jamshedpur, Jharkhand, India",23.2790977,85.3946302
"Nilkanth Nagar,Bhagalpur, Jamshedpur, Jharkhand, India",,
"Moharda,Jamshedpur, Jamshedpur, Jharkhand, India",,
"Baridih,Jamshedpur, Jamshedpur, Jharkhand, India",22.7970613,86.2447787
"Bistupur,Jamshedpur, Jamshedpur, Jharkhand, India",22.7941282,86.1834418
"Circuit House Area,Jamshedpur, Jamshedpur, Jharkhand, India",,
"Hirapur,Dhanbad, Jamshedpur, Jharkhand, India",23.7991476,86.4403063
"Dhalbhumgarh,Jamshedpur, Jamshedpur, Jharkhand, India",,
"Chowka,Jamshedpur, Jamshedpur, Jharkhand, India",,
"Dugni,Jamshedpur, Jamshedpur, Jharkhand, India",,
"Saraikela,Jamshedpur, Jamshedpur, Jharkhand, India",,
"Chandil,Jamshedpur, Jamshedpur, Jharkhand, India",,
"Booty More,Ranchi, Jamshedpur, Jharkhand, India",23.3954225,85.3843646
"Rudrapur,Bhubaneswar, Ranchi, Jharkhand, India",,
"Morabadi,Ranchi, Ranchi, Jharkhand, India",23.390876,85.3278238
"Crossings Republik,Ghaziabad, Ranchi, Jharkhand, India",28.6284686,77.434157
"Indirapuram,Ghaziabad, Ranchi, Jharkhand, India",28.6423908,77.3684892
"Sector 99,Gurgaon, Ranchi, Jharkhand, India",28.4645549,76.9628585
"Alpha 1,Greater Noida, Ranchi, Jharkhand, India",28.4710345,77.5127373
"Dumuduma,Bhubaneswar, Ranchi, Jharkhand, India",20.2447525,85.7920272
"Sector 44,Noida, Ranchi, Jharkhand, India",28.5531837,77.3381716
"Sector 62,Noida, Ranchi, Jharkhand, India",28.6211447,77.3643493
"Sector 21C,Faridabad, Ranchi, Jharkhand, India",28.4301575,77.2956062
"Sector 135,Noida, Ranchi, Jharkhand, India",28.4980046,77.4000326
"Oyna,Ranchi, Ranchi, Jharkhand, India",,
"Lalpur,Ranchi, Ranchi, Jharkhand, India",23.375328,85.3384361
"Booty More,Ranchi, Ranchi, Jharkhand, India",23.3954225,85.3843646
"Guduvancheri,Chennai, Ranchi, Jharkhand, India",12.8439997,80.0603546
"Chandwe,Ranchi, Ranchi, Jharkhand, India",23.4114244,85.3146797
"Kanke,Ranchi, Ranchi, Jharkhand, India",23.4613962,85.3274961
"Chiraundi,Ranchi, Ranchi, Jharkhand, India",23.4099758,85.3403056
"Khar,Mumbai, Ranchi, Jharkhand, India",19.0682411,72.8400412
"Ormanjhi,Ranchi, Ranchi, Jharkhand, India",23.506051,85.4737115
"Hutup,Ranchi, Ranchi, Jharkhand, India",,
"Girgaon,Mumbai, Ranchi, Jharkhand, India",18.9543165,72.8179082
"Jessore Road,Kolkata, Ranchi, Jharkhand, India",22.6080961,88.3942426
"Boreya,Ranchi, Ranchi, Jharkhand, India",23.4308645,85.3333725
"BIT Mesra,Ranchi, Ranchi, Jharkhand, India",23.4175695,85.4394094
"Tupudana,Ranchi, Ranchi, Jharkhand, India",23.2672312,85.3081941
"Pundag,Ranchi, Ranchi, Jharkhand, India",23.343891,85.272278
"Bariatu Road,Ranchi, Ranchi, Jharkhand, India",,
"Hatma,Ranchi, Ranchi, Jharkhand, India",23.3875996,85.3334123
"Kondapur,Hyderabad, Ranchi, Jharkhand, India",17.4587912,78.3730556
"Deepatoli,Ranchi, Ranchi, Jharkhand, India",,
"Namkum,Ranchi, Ranchi, Jharkhand, India",23.2790977,85.3946302
"Buti More,Ranchi, Ranchi, Jharkhand, India",,
"Kumharia,Ranchi, Ranchi, Jharkhand, India",,
"Jamuari,Ranchi, Ranchi, Jharkhand, India",,
"Kusum Vihar,Dhanbad, Ranchi, Jharkhand, India",,
"Kantatoli,Ranchi, Ranchi, Jharkhand, India",,
"Dibdih,Ranchi, Ranchi, Jharkhand, India",,
"Hatia,Ranchi, Ranchi, Jharkhand, India",23.3094048,85.3084951
"Argora,Ranchi, Ranchi, Jharkhand, India",23.3504514,85.2926682
"Singh More,Ranchi, Ranchi, Jharkhand, India",23.3022807,85.3142407
"Patelnagar,Ranchi, Ranchi, Jharkhand, India",,
"Agaramthen,Chennai, Ranchi, Jharkhand, India",,
"Kampu,Gwalior, Ranchi, Jharkhand, India",,
"Club Road,Ranchi, Ranchi, Jharkhand, India",23.3539142,85.3286816
"Kishore Ganj,Ranchi, Ranchi, Jharkhand, India",,
"Hawai Nagar,Ranchi, Ranchi, Jharkhand, India",,
"Ratu Road,Ranchi, Ranchi, Jharkhand, India",23.3931931,85.2690482
"Ashok Nagar,Ranchi, Ranchi, Jharkhand, India",23.348949,85.3052082
"Daudnagar,Ranchi, Ranchi, Jharkhand, India",,
"Bhumiartoli,Ranchi, Ranchi, Jharkhand, India",,
"Bariatu,Ranchi, Ranchi, Jharkhand, India",23.3750646,85.2762115
"Vijaynagar,Belgaum, Belgaum, Karnataka, India",,
"Hindwadi,Belgaum, Belgaum, Karnataka, India",15.8343621,74.5182582
"Tilakwadi,Belgaum, Belgaum, Karnataka, India",15.8368581,74.5019281
"Nanawadi,Belgaum, Belgaum, Karnataka, India",15.8429556,74.4954843
"Sadashiv Nagar,Belgaum, Belgaum, Karnataka, India",15.8782951,74.5084834
"Udyambag,Belgaum, Belgaum, Karnataka, India",15.8174629,74.4926262
"Belagavi,Belgaum, Belgaum, Karnataka, India",15.8490568,74.5089431
"Bhagya Nagar,Belgaum, Belgaum, Karnataka, India",15.8306754,74.5066809
"Kakati,Belgaum, Belgaum, Karnataka, India",,
"Tumkur Road,Bangalore, Bellary, Karnataka, India",13.0301897,77.5379177
"Parvathi Nagar,Bellary, Bellary, Karnataka, India",15.1520407,76.9248633
"AnjanaPura,Bangalore, Bellary, Karnataka, India",12.8601312,77.5540587
"Kovilpalayam,Coimbatore, Bellary, Karnataka, India",11.1376235,77.0363987
"Sulur,Coimbatore, Bellary, Karnataka, India",10.9890537,77.1014971
"Athipalayam,Coimbatore, Bellary, Karnataka, India",11.1291418,76.9807251
"Cumbum,Theni, Bellary, Karnataka, India",9.7394057,77.2853013
"Solar,Erode, Bellary, Karnataka, India",11.3194291,77.7519875
"Viraganur,Madurai, Bellary, Karnataka, India",9.9005203,78.162842
"Metupalayam,Coimbatore, Bellary, Karnataka, India",,
"Woraiyur,Trichy, Bellary, Karnataka, India",10.8280539,78.6731113
"Veerapandi,Coimbatore, Bellary, Karnataka, India",11.1696024,76.9516148
"Soorapattu,Chennai, Bellary, Karnataka, India",,
"Viswas Nagar,Trichy, Bellary, Karnataka, India",10.8158345,78.7091785
"Mahindra World City,Chennai, Bellary, Karnataka, India",,
"Singaperumal Koil,Chennai, Bellary, Karnataka, India",,
"Periyar,Madurai, Bellary, Karnataka, India",10.0467592,78.1663701
"Ramanathapuram,Coimbatore, Bellary, Karnataka, India",10.9947773,76.99213
"Kuthambakkam,Chennai, Bellary, Karnataka, India",,
"Pannimadai,Coimbatore, Bellary, Karnataka, India",11.0856589,76.9164154
"Red Hills,Chennai, Bellary, Karnataka, India",13.1649493,80.1816203
"Mathigiri,Hosur, Bellary, Karnataka, India",12.6928265,77.8062946
"Panjappur,Trichy, Bellary, Karnataka, India",10.7542032,78.6557842
"Nanjundapuram,Coimbatore, Bellary, Karnataka, India",10.9766213,76.9951886
"Thiruvallur,Chennai, Bellary, Karnataka, India",13.1123034,80.1471697
"Mathur,Trichy, Bellary, Karnataka, India",,
"Tirunelveli Town,Tirunelveli, Bellary, Karnataka, India",8.7275525,77.6884889
"Kalapatti,Coimbatore, Bellary, Karnataka, India",11.0787684,77.0370419
"Udumalpet,Tirupur, Bellary, Karnataka, India",,
"Neelankarai,Chennai, Bellary, Karnataka, India",12.9454955,80.2574692
"Vagaikulam,Tuticorin, Bellary, Karnataka, India",,
"East Coast Road,Chennai, Bellary, Karnataka, India",12.9774585,80.2591826
"SIHS Colony,Coimbatore, Bellary, Karnataka, India",,
"Paranur,Chennai, Bellary, Karnataka, India",,
"Valarpuram,Chennai, Bellary, Karnataka, India",,
"Ambattur,Chennai, Bellary, Karnataka, India",13.1193746,80.1507648
"Kappalur,Madurai, Bellary, Karnataka, India",9.843768,78.0162763
"Vellalore,Coimbatore, Bellary, Karnataka, India",10.9771983,77.0057346
"Saravanampatti,Coimbatore, Bellary, Karnataka, India",11.0747296,77.0027116
"Arasur,Coimbatore, Bellary, Karnataka, India",11.0861923,77.1142844
"CGE Colony,Tuticorin, Bellary, Karnataka, India",,
"Maraimalai Nagar,Chennai, Bellary, Karnataka, India",13.018875,80.2246142
"Kovai Pudur,Coimbatore, Bellary, Karnataka, India",10.9710579,76.8888297
"Ponnagaram,Dindigul, Bellary, Karnataka, India",,
"Thachanallur,Tirunelveli, Bellary, Karnataka, India",8.7469478,77.7025652
"Karanodai,Chennai, Bellary, Karnataka, India",,
"pollachi,Coimbatore, Bellary, Karnataka, India",10.6588234,77.00873
"Sriperumbudur,Chennai, Bellary, Karnataka, India",13.0347051,80.156023
"Vandalur,Chennai, Bellary, Karnataka, India",12.9676942,80.2175717
"Mahabalipuram,Chennai, Bellary, Karnataka, India",12.9122358,80.2290329
"Perumbakkam,Chennai, Bellary, Karnataka, India",12.9050095,80.1968629
"Puzhal,Chennai, Bellary, Karnataka, India",13.1636492,80.2038067
"RR Nagar,Mysore, Bellary, Karnataka, India",12.3410563,76.6662609
"Uthandi,Chennai, Bellary, Karnataka, India",12.8687677,80.247209
"Porur,Chennai, Bellary, Karnataka, India",13.0320131,80.158304
"Ambur,Tirupattur, Bellary, Karnataka, India",12.7874171,78.7188211
"Medavakkam,Chennai, Bellary, Karnataka, India",12.9229928,80.1882897
"Siruseri,Chennai, Bellary, Karnataka, India",12.8012825,80.1991871
"Thirunagar,Trichy, Bellary, Karnataka, India",,
"Pattanam,Coimbatore, Bellary, Karnataka, India",10.9804139,77.0551872
"Edayarpalayam,Coimbatore, Bellary, Karnataka, India",11.26246,77.1036692
"Ring Road,Mysore, Bellary, Karnataka, India",12.3499538,76.643999
"Singanallur,Coimbatore, Bellary, Karnataka, India",11.0124691,77.0391191
"BN Reddy Nagar,Hyderabad, Bellary, Karnataka, India",17.462147,78.5921097
"Thoraipakkam,Chennai, Bellary, Karnataka, India",12.948567,80.1956323
"New Perungalathur,Chennai, Bellary, Karnataka, India",12.9216163,80.0935766
"Wagholi,Pune, Bellary, Karnataka, India",18.5806299,73.9833099
"Thiruvanaikoil,Trichy, Bellary, Karnataka, India",,
"Avinashi Road,Coimbatore, Bellary, Karnataka, India",11.0484876,77.05559
"Chinnavedampatti,Coimbatore, Bellary, Karnataka, India",11.0629428,76.9843304
"Arakkonam,Vellore, Bellary, Karnataka, India",13.0744037,79.6715774
"Reddiarpatty,Tirunelveli, Bellary, Karnataka, India",,
"Thiruverkadu,Chennai, Bellary, Karnataka, India",13.0983878,80.1349581
"Perungudi,Chennai, Bellary, Karnataka, India",12.9710239,80.2418051
"Rajakilpakkam,Chennai, Bellary, Karnataka, India",,
"Palathurai,Coimbatore, Bellary, Karnataka, India",10.8825295,76.9543402
"Poonamallee,Chennai, Bellary, Karnataka, India",13.0241788,80.1782496
"Madambakkam,Chennai, Bellary, Karnataka, India",,
"Karapakkam,Chennai, Bellary, Karnataka, India",12.9117073,80.2277203
"Sholinganallur,Chennai, Bellary, Karnataka, India",12.9174426,80.2164902
"Mandela Nagar,Madurai, Bellary, Karnataka, India",,
"Srirangam,Trichy, Bellary, Karnataka, India",10.8573308,78.6930848
"Urapakkam,Chennai, Bellary, Karnataka, India",,
"Madhavaram,Chennai, Bellary, Karnataka, India",13.1429313,80.2325166
"Podunur,Coimbatore, Bellary, Karnataka, India",,
"Nallampalayam,Coimbatore, Bellary, Karnataka, India",11.0408836,76.9547225
"Cantonment,Bellary, Bellary, Karnataka, India",15.1571808,76.8906069
"Navalur,Chennai, Bellary, Karnataka, India",12.8445841,80.2264618
"Mandaiyur,Trichy, Bellary, Karnataka, India",10.65516,78.72144
"Othakal Mandapam,Coimbatore, Bellary, Karnataka, India",,
"Peelamedu,Coimbatore, Bellary, Karnataka, India",11.0269577,76.9945813
"Neelambur,Coimbatore, Bellary, Karnataka, India",11.0644299,77.0861309
"Somanur,Coimbatore, Bellary, Karnataka, India",11.086873,77.1857437
"Shadnagar,Hyderabad, Bellary, Karnataka, India",17.0943572,78.2091059
"Kundrathur,Chennai, Bellary, Karnataka, India",13.0306501,80.1529176
"Padur,Chennai, Bellary, Karnataka, India",12.8054706,80.2247264
"Kovilambakkam,Chennai, Bellary, Karnataka, India",12.9392427,80.1825888
"Thiruvanmiyur,Chennai, Bellary, Karnataka, India",12.9858948,80.2644215
"Perungalathur,Chennai, Bellary, Karnataka, India",12.9256549,80.10437
"Thandalam,Chennai, Bellary, Karnataka, India",13.0114615,80.1274115
"Pallavaram Thuraipakkam Road,Chennai, Bellary, Karnataka, India",12.9464043,80.2313393
"Vellakinar,Coimbatore, Bellary, Karnataka, India",11.0733308,76.9558099
"Havambavi,Bellary, Bellary, Karnataka, India",,
"Manuganahalli,Mysore, Hubli, Karnataka, India",,
"Bogadi Road,Mysore, Hubli, Karnataka, India",12.3063574,76.6265408
"Bettadur,Mysore, Hubli, Karnataka, India",,
"Keshwapur,Hubli, Hubli, Karnataka, India",15.3620389,75.1517872
"Dhanori,Pune, Hubli, Karnataka, India",18.5906707,73.8913189
"NH 4,Dharwad, Hubli, Karnataka, India",15.4540505,75.0066516
"Vijaya nagar,Mysore, Hubli, Karnataka, India",,
"Chikka Tirupathi,Kolar, Hubli, Karnataka, India",12.8957681,77.8671014
"Kusugal,Hubli Dharwad, Hubli, Karnataka, India",,
"Devanahalli,Bangalore, Hubli, Karnataka, India",13.2483502,77.7134377
"Shyadanahalli,Mysore, Hubli, Karnataka, India",,
"Gokul Road,Hubli, Hubli, Karnataka, India",15.3549819,75.0887119
"Hunsur Road,Mysore, Hubli, Karnataka, India",12.3211644,76.618713
"Chikkaballapur,Bangalore, Hubli, Karnataka, India",13.0993764,77.388729
"Elavala,Mysore, Hubli, Karnataka, India",,
"Bogadhi,Mysore, Hubli, Karnataka, India",,
"Gokul,Hubli, Hubli, Karnataka, India",15.3509796,75.1191156
"Lower Parel,Mumbai, Hubli, Karnataka, India",18.99568,72.8302756
"Basaveshwar Nagar,Bangalore, Hubli, Karnataka, India",12.9728678,77.6094161
"Santosh Nagar,Hubli, Hubli, Karnataka, India",15.375364,75.1366989
"Dharwad,Dharwad, Hubli, Karnataka, India",15.4540505,75.0066516
"Bannur Road,Mysore, Hubli, Karnataka, India",12.3054512,76.6926264
"Ambattur,Chennai, Hubli, Karnataka, India",13.1193746,80.1507648
"Thanisandra Main Road,Bangalore, Kolar, Karnataka, India",13.0402612,77.6243727
"Yelahanka New Town,Bangalore, Kolar, Karnataka, India",13.0978039,77.5811889
"Yelahanka,Bangalore, Kolar, Karnataka, India",13.1006982,77.5963454
"Old Madras Road,Bangalore, Kolar, Karnataka, India",13.0083877,77.6940973
"Sarjapur Road,Bangalore, Kolar, Karnataka, India",12.9240811,77.6393253
"Bagaluru,Bangalore, Kolar, Karnataka, India",13.1403482,77.671269
"Malur,Kolar, Kolar, Karnataka, India",13.0058697,77.9393648
"KR Puram,Bangalore, Kolar, Karnataka, India",13.007516,77.695935
"Sarjapur,Bangalore, Kolar, Karnataka, India",12.9116225,77.6388622
"Basavanagudi,Bangalore, Kolar, Karnataka, India",12.9417261,77.5755021
"Electronic City,Bangalore, Kolar, Karnataka, India",12.8487599,77.648253
"Kanakapura Road,Bangalore, Kolar, Karnataka, India",12.8774226,77.5449653
"Hosur Road,Bangalore, Kolar, Karnataka, India",12.9225076,77.6193904
"Electronic City Phase 2,Bangalore, Kolar, Karnataka, India",12.8468545,77.6769267
"Rajarajeshwari Nagar,Bangalore, Kolar, Karnataka, India",12.9274413,77.5155224
"Chikkaballapur,Bangalore, Kolar, Karnataka, India",13.0993764,77.388729
"Anekal Main Road,Bangalore, Kolar, Karnataka, India",12.7407988,77.7091003
"Hesarghatta Road,Bangalore, Kolar, Karnataka, India",13.0860096,77.5484306
"BTM Layout,Bangalore, Kolar, Karnataka, India",12.9140008,77.6102821
"Jayanagar,Bangalore, Kolar, Karnataka, India",12.9292731,77.5824229
"Banashankari,Bangalore, Kolar, Karnataka, India",12.9278196,77.556621
"Baghajatin,Kolkata, Kolar, Karnataka, India",22.4827391,88.3866708
"OMR,Chennai, Kolar, Karnataka, India",12.8886985,80.2272652
"Perumbakkam,Chennai, Kolar, Karnataka, India",12.9050095,80.1968629
"Doddaballapur Main Road,Bangalore, Kolar, Karnataka, India",,
"Ottiambakkam,Chennai, Kolar, Karnataka, India",12.8890331,80.1845308
"Jakkur,Bangalore, Kolar, Karnataka, India",13.0784743,77.6068938
"Chikka Tirupathi,Kolar, Kolar, Karnataka, India",12.8957681,77.8671014
"Kondapur,Hyderabad, Kolar, Karnataka, India",17.4587912,78.3730556
"Kogilu,Bangalore, Kolar, Karnataka, India",13.1067228,77.6173956
"Whitefield,Bangalore, Kolar, Karnataka, India",12.9963995,77.7614229
"Medavakkam,Chennai, Kolar, Karnataka, India",12.9229928,80.1882897
"Devanahalli,Bangalore, Kolar, Karnataka, India",13.2483502,77.7134377
"Sholinganallur,Chennai, Kolar, Karnataka, India",12.9174426,80.2164902
"Madhapur,Hyderabad, Kolar, Karnataka, India",17.4408924,78.3916304
